Script started on Monday 20 October 2014 05:14:49 PM CDT
root@naveen-Inspiron-1525: /home/naveenroot@naveen-Inspiron-1525:/home/naveen# 
Welcome to the MySQL monitor.  Commands end with ; or \g.
Your MySQL connection id is 39
Server version: 5.5.34-0ubuntu0.13.04.1 (Ubuntu)

Copyright (c) 2000, 2013, Oracle and/or its affiliates. All rights reserved.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

mysql> 
mysql> show tables;
ERROR 1046 (3D000): No database selected
mysql> use soccerLeague2014;
+--------------------+
| Database           |
+--------------------+
| information_schema |
| mysql              |
| naveen             |
| performance_schema |
| soccerLeague2014   |
| test               |
+--------------------+
6 rows in set (0.00 sec)

mysql> use soccerLeague2014;
Reading table information for completion of table and column names
You can turn off this feature to get a quicker startup with -A

Database changed
mysql> show tables;
+----------------------------+
| Tables_in_soccerLeague2014 |
+----------------------------+
| Club                       |
| Fixtures                   |
| Fouls                      |
| Goals                      |
| LeaguePlayer               |
| LineUp                     |
| Manager                    |
| PastMatches                |
| PlayerMatchStats           |
| Referee                    |
| Seasons                    |
| Squad                      |
| SquadManager               |
| SquadPlayers               |
| Standings                  |
| Substitute                 |
| TeamMatchStats             |
+----------------------------+
17 rows in set (0.00 sec)

mysql> select * from Club;
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
| ClubId | ClubName            | Founded    | ClubOwner        | Chairman         | Nickname         | Mascot   | CurrentAwayColor | CurrentHomeColor | Stadium                               |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
|      1 | Atletico de Kolkata | 2014-08-08 | Sourav Ganguly   | Sanjiv Goenka    | Sanjiv Goenka    | Lion     | Black            | Red              | Salt Lake Stadium                     |
|      2 | Chennaiyin          | 2014-08-03 | MS Dhoni         | A Bachchan       | A Bachchan       | Monster  | White            | Yellow           | Jawaharlal Nehru Stadium (Chennai)    |
|      3 | Delhi Dynamos       | 2014-07-31 | S.N. Sharma      | S.N. Sharma      | S.N. Sharma      | Plane    | Blue             | Green            | Jawaharlal Nehru Stadium (Delhi)      |
|      4 | Goa                 | 2014-08-04 | Virat Kohli      | Venugopal Dhoot  | Venugopal Dhoot  | Bull     | Green            | Brown            | Fatorda Stadium                       |
|      5 | Kerala Blasters     | 2014-08-15 | Sachin Tendulkar | Prasad V Potluri | Prasad V Potluri | Elephant | Red              | Black            | Jawaharlal Nehru Stadium (Kochi)      |
|      6 | Mumbai City         | 2014-08-01 | Ranbir Kapoor    | Bimal Parekh     | Bimal Parekh     | Train    | Brown            | White            | DY Patil Stadium                      |
|      7 | NorthEast United    | 2014-05-07 | John Abraham     | Shillong Lajong  | Shillong Lajong  | Stars    | Purpule          | Purpule          | Indira Gandhi Athletic Stadium        |
|      8 | Pune City           | 2014-08-21 | Hrithik Roshan   | Gaurav Modwel    | Gaurav Modwel    | Horse    | Yellow           | Blue             | Shree Shiv Chhatrapati Sports Complex |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
8 rows in set (0.00 sec)

mysql> select * from Club;[1P;[1P;[1P;[1P;L;e;a;g;u;e;P;l;a;y;e;r;
+----------+-------------+-----------+------+-------------+------------+---------------+--------------+-----------+
| PlayerID | FirstName   | LastName  | Age  | Nationality | DebutDate  | CurrentClubID | TotalMatches | isRetired |
|      387 | JOE         | CARTER    |   26 | France      | 2014-08-15 |             7 |            0 |         0 |
|      388 | JASON       | DAVIS     |   30 | Netherlands | 2014-08-04 |             1 |            0 |         0 |
|      389 | BENJAMIN    | EVANS     |   23 | Greece      | 2014-08-15 |             1 |            0 |         0 |
|      390 | JASON       | SCOTT     |   24 | Portugal    | 2014-05-07 |             3 |            0 |         0 |
|      391 | WILLIAM     | CLARK     |   26 | Belgium     | 2014-08-01 |             6 |            0 |         0 |
|      392 | BRUCE       | GOMEZ     |   21 | Chile       | 2014-08-04 |             3 |            0 |         0 |
|      393 | DAVID       | WRIGHT    |   21 | Greece      | 2014-08-03 |             4 |            0 |         0 |
|      394 | WILLIE      | FLORES    |   26 | Colombia    | 2014-08-08 |             7 |            0 |         0 |
|      395 | ERIC        | RODRIGUEZ |   22 | Brazil      | 2014-07-31 |             5 |            0 |         0 |
|      396 | MARK        | HARRIS    |   22 | France      | 2014-08-15 |             5 |            0 |         0 |
|      397 | JASON       | GREEN     |   30 | Netherlands | 2014-08-04 |             7 |            0 |         0 |
|      398 | STEPHEN     | HARRIS    |   27 | USA         | 2014-08-08 |             1 |            0 |         0 |
|      399 | JERRY       | RIVERA    |   21 | Switzerland | 2014-08-08 |             3 |            0 |         0 |
|      400 | GERALD      | HERNANDEZ |   27 | Netherlands | 2014-08-03 |             1 |            0 |         0 |
+----------+-------------+-----------+------+-------------+------------+---------------+--------------+-----------+
400 rows in set (0.01 sec)

mysql> select * from LeaguePlayer;[1P;[1P;[1P;[1P;[1P;[1P;[1P;[1P;[1P;[1P;[1P;[1P;M;a;n;a;g;e;r;
+-----------+-----------+-----------+------+-------------+------------+---------------+--------------+-----------+
| ManagerID | FirstName | LastName  | Age  | Nationality | DebutDate  | CurrentClubID | TotalMatches | isRetired |
+-----------+-----------+-----------+------+-------------+------------+---------------+--------------+-----------+
|         1 | GERALD    | BELL      |   26 | Italy       | 2001-08-26 |             1 |         NULL |         0 |
|         2 | JOE       | HERNANDEZ |   25 | Italy       | 2003-10-05 |             2 |         NULL |         0 |
|         3 | DOUGLAS   | SCOTT     |   25 | Chile       | 2004-11-11 |             3 |         NULL |         0 |
|         4 | ANTHONY   | ADAMS     |   22 | Greece      | 2010-03-13 |             4 |         NULL |         0 |
|         5 | JACK      | GREEN     |   23 | Germany     | 2013-08-13 |             5 |         NULL |         0 |
|         6 | BENJAMIN  | GOMEZ     |   24 | Italy       | 2003-07-03 |             6 |         NULL |         0 |
|         7 | BRUCE     | ROGERS    |   26 | Switzerland | 2007-04-13 |             7 |         NULL |         0 |
|         8 | ROGER     | LOPEZ     |   24 | Italy       | 2005-09-18 |             8 |         NULL |         0 |
+-----------+-----------+-----------+------+-------------+------------+---------------+--------------+-----------+
8 rows in set (0.00 sec)

mysql> select * from Manager;[1P;[1P;[1P;[1P;[1P;[1P;[1P;R;e;f;e;r;e;e;
+-----------+-------------+-----------+------+-------------+------------+--------------+-----------+
| RefereeID | FirstName   | LastName  | Age  | Nationality | DebutDate  | TotalMatches | isRetired |
+-----------+-------------+-----------+------+-------------+------------+--------------+-----------+
|         1 | PATRICK     | WRIGHT    |   33 | Italy       | 2006-09-09 |           31 |         0 |
|         2 | STEVEN      | RAMIREZ   |   25 | Italy       | 2001-03-13 |           27 |         0 |
|         3 | JEFFREY     | COOK      |   33 | CostaRica   | 2000-08-13 |           22 |         0 |
|         4 | SCOTT       | GARCIA    |   24 | Italy       | 2005-08-04 |           26 |         0 |
|         5 | JAMES       | RIVERA    |   31 | Brazil      | 2001-07-09 |           33 |         0 |
|         6 | ARTHUR      | WHITE     |   33 | Chile       | 2004-10-15 |           31 |         0 |
|         7 | PAUL        | GARCIA    |   29 | Belgium     | 2004-10-15 |           33 |         0 |
|         8 | MARK        | PETERSON  |   26 | USA         | 2007-08-09 |           28 |         0 |
|         9 | DOUGLAS     | WRIGHT    |   30 | Croatia     | 2011-06-03 |           21 |         0 |
|        10 | JOE         | MARTIN    |   33 | Mexico      | 2000-11-26 |           26 |         0 |
|        11 | JEFFREY     | ALLEN     |   25 | Croatia     | 2006-01-15 |           28 |         0 |
|        12 | JOSE        | MARTINEZ  |   26 | England     | 2008-04-01 |           32 |         0 |
|        13 | GREGORY     | PARKER    |   32 | Greece      | 2007-03-25 |           29 |         0 |
|        14 | ARTHUR      | NELSON    |   32 | USA         | 1999-10-22 |           32 |         0 |
|        15 | PATRICK     | WILLIAMS  |   30 | USA         | 1999-04-27 |           30 |         0 |
|        16 | LARRY       | MOORE     |   27 | Colombia    | 2001-07-19 |           24 |         0 |
|        17 | JEFFREY     | HALL      |   30 | Mexico      | 2002-10-20 |           27 |         0 |
|        18 | ANDREW      | GONZALEZ  |   31 | Spain       | 2006-08-17 |           31 |         0 |
|        19 | DOUGLAS     | HERNANDEZ |   21 | Uruguay     | 2005-01-26 |           25 |         0 |
|        20 | GERALD      | REED      |   27 | Argnetina   | 2003-10-15 |           26 |         0 |
|        21 | CARL        | RIVERA    |   25 | Italy       | 2012-04-21 |           23 |         0 |
|        22 | KEITH       | SMITH     |   24 | Brazil      | 2006-07-09 |           33 |         0 |
|        23 | GERALD      | BAILEY    |   32 | USA         | 2000-01-26 |           33 |         0 |
|        24 | JOSHUA      | WHITE     |   21 | Spain       | 1999-11-21 |           28 |         0 |
|        25 | WILLIAM     | WRIGHT    |   21 | Chile       | 2000-10-01 |           26 |         0 |
|        26 | WILLIE      | CLARK     |   21 | Germany     | 2011-10-10 |           28 |         0 |
|        27 | GARY        | LEWIS     |   29 | Switzerland | 2004-08-11 |           26 |         0 |
|        28 | PATRICK     | MARTINEZ  |   33 | Chile       | 2010-03-11 |           27 |         0 |
|        29 | CHARLES     | PARKER    |   26 | Colombia    | 2007-05-02 |           25 |         0 |
|        30 | JUSTIN      | COOPER    |   30 | England     | 1999-09-08 |           21 |         0 |
|        31 | SCOTT       | HILL      |   22 | Italy       | 2000-06-21 |           27 |         0 |
|        32 | PATRICK     | ROBINSON  |   31 | Italy       | 2002-07-12 |           25 |         0 |
|        33 | FRANK       | LEWIS     |   30 | Chile       | 2002-08-07 |           21 |         0 |
|        34 | WILLIE      | PETERSON  |   21 | Colombia    | 2003-01-13 |           25 |         0 |
|        35 | JOSE        | ALLEN     |   28 | Argnetina   | 2005-10-12 |           27 |         0 |
|        36 | MATTHEW     | LOPEZ     |   21 | Uruguay     | 2012-02-19 |           31 |         0 |
|        37 | GARY        | STEWART   |   24 | Brazil      | 2006-09-25 |           27 |         0 |
|        38 | FRANK       | GARCIA    |   26 | France      | 2005-02-18 |           21 |         0 |
|        39 | GEORGE      | HERNANDEZ |   33 | Uruguay     | 2009-01-19 |           33 |         0 |
|        40 | FRANK       | DAVIS     |   32 | Brazil      | 2013-05-18 |           28 |         0 |
|        41 | DAVID       | GREEN     |   29 | Germany     | 2008-04-11 |           24 |         0 |
|        42 | JERRY       | ANDERSON  |   30 | Italy       | 2003-05-03 |           29 |         0 |
|        43 | TERRY       | CARTER    |   31 | Spain       | 2008-10-12 |           24 |         0 |
|        44 | LARRY       | JACKSON   |   33 | Portugal    | 2001-10-25 |           25 |         0 |
|        45 | LAWRENCE    | NGUYEN    |   22 | Colombia    | 2012-03-12 |           32 |         0 |
|        46 | HAROLD      | BELL      |   28 | Croatia     | 2012-08-14 |           21 |         0 |
|        47 | GERALD      | TURNER    |   28 | Belgium     | 1999-05-09 |           24 |         0 |
|        48 | CHRISTOPHER | STEWART   |   25 | Mexico      | 2003-05-04 |           24 |         0 |
|        49 | SCOTT       | CAMPBELL  |   28 | USA         | 2010-03-02 |           25 |         0 |
|        50 | CHRISTOPHER | JONES     |   21 | Greece      | 2003-11-02 |           31 |         0 |
|        51 | WILLIAM     | DAVIS     |   23 | Spain       | 2006-11-20 |           23 |         0 |
|        52 | RAYMOND     | BELL      |   30 | USA         | 2010-01-12 |           24 |         0 |
|        53 | ERIC        | WALKER    |   33 | Netherlands | 2011-03-06 |           26 |         0 |
|        54 | EDWARD      | HALL      |   28 | France      | 2004-11-17 |           31 |         0 |
|        55 | PATRICK     | LEE       |   22 | Spain       | 1999-09-11 |           24 |         0 |
|        56 | DOUGLAS     | SCOTT     |   26 | Portugal    | 2009-10-07 |           29 |         0 |
|        57 | KEVIN       | JACKSON   |   23 | Brazil      | 2003-05-10 |           32 |         0 |
|        58 | TERRY       | TURNER    |   32 | Netherlands | 2013-09-03 |           28 |         0 |
|        59 | GERALD      | TAYLOR    |   24 | Greece      | 2007-03-08 |           21 |         0 |
|        60 | PAUL        | ROBINSON  |   25 | Italy       | 1999-06-18 |           29 |         0 |
|        61 | STEVEN      | MILLER    |   29 | Switzerland | 2008-08-24 |           22 |         0 |
|        62 | NICHOLAS    | COOPER    |   27 | USA         | 2002-01-11 |           33 |         0 |
|        63 | ARTHUR      | HERNANDEZ |   25 | England     | 2004-05-26 |           33 |         0 |
|        64 | BRANDON     | BELL      |   31 | Mexico      | 2010-03-24 |           33 |         0 |
|        65 | JOSEPH      | MITCHELL  |   27 | France      | 2011-11-14 |           30 |         0 |
|        66 | JOSEPH      | EDWARDS   |   29 | Belgium     | 2001-01-27 |           25 |         0 |
|        67 | PAUL        | GREEN     |   22 | Greece      | 2005-08-08 |           32 |         0 |
|        68 | JUSTIN      | PHILLIPS  |   23 | Colombia    | 2010-01-02 |           29 |         0 |
|        69 | WILLIAM     | THOMPSON  |   30 | Greece      | 2003-07-01 |           33 |         0 |
|        70 | JOSE        | TORRES    |   33 | Netherlands | 1999-04-07 |           30 |         0 |
|        71 | JACK        | COOPER    |   33 | USA         | 1999-11-25 |           26 |         0 |
|        72 | ALBERT      | NELSON    |   23 | Greece      | 2012-04-15 |           24 |         0 |
|        73 | KENNETH     | ROBERTS   |   29 | Brazil      | 2002-07-05 |           22 |         0 |
|        74 | HAROLD      | ROBERTS   |   22 | Argnetina   | 2013-04-15 |           29 |         0 |
|        75 | DONALD      | THOMAS    |   26 | Chile       | 2000-10-14 |           27 |         0 |
|        76 | JOSEPH      | PETERSON  |   31 | Switzerland | 2006-04-24 |           22 |         0 |
|        77 | GERALD      | CLARK     |   21 | Belgium     | 2002-10-25 |           24 |         0 |
|        78 | WILLIAM     | FLORES    |   29 | Chile       | 2013-10-21 |           28 |         0 |
|        79 | JONATHAN    | COLLINS   |   33 | Italy       | 2004-07-13 |           31 |         0 |
|        80 | ALBERT      | BAKER     |   25 | Belgium     | 2012-11-26 |           22 |         0 |
|        81 | FRANK       | LEWIS     |   32 | Chile       | 2007-05-22 |           21 |         0 |
|        82 | BRANDON     | BROWN     |   30 | Italy       | 2000-09-24 |           29 |         0 |
|        83 | JEFFREY     | TORRES    |   31 | CostaRica   | 2011-10-02 |           22 |         0 |
|        84 | SAMUEL      | MURPHY    |   24 | Brazil      | 2002-06-09 |           33 |         0 |
|        85 | KENNETH     | MURPHY    |   21 | Mexico      | 2000-07-13 |           33 |         0 |
|        86 | RONALD      | ANDERSON  |   32 | USA         | 2012-02-19 |           29 |         0 |
|        87 | NICHOLAS    | GOMEZ     |   28 | Germany     | 2001-06-18 |           23 |         0 |
|        88 | RYAN        | RIVERA    |   29 | Croatia     | 2001-04-26 |           33 |         0 |
|        89 | NICHOLAS    | THOMPSON  |   29 | Portugal    | 2011-01-19 |           31 |         0 |
|        90 | ANDREW      | FLORES    |   26 | England     | 2009-04-10 |           31 |         0 |
|        91 | JUAN        | CARTER    |   22 | Belgium     | 2011-05-15 |           29 |         0 |
|        92 | KENNETH     | CLARK     |   24 | Brazil      | 1999-06-23 |           31 |         0 |
|        93 | GERALD      | MURPHY    |   32 | Switzerland | 2000-07-26 |           33 |         0 |
|        94 | KEVIN       | GREEN     |   31 | Brazil      | 2009-02-14 |           32 |         0 |
|        95 | JONATHAN    | CAMPBELL  |   32 | USA         | 2006-07-04 |           22 |         0 |
|        96 | RYAN        | GARCIA    |   21 | Uruguay     | 2007-01-04 |           25 |         0 |
|        97 | GERALD      | RIVERA    |   29 | Chile       | 2000-03-24 |           26 |         0 |
|        98 | SCOTT       | STEWART   |   26 | Chile       | 2003-02-06 |           31 |         0 |
|        99 | SAMUEL      | EDWARDS   |   23 | Switzerland | 2001-07-08 |           26 |         0 |
|       100 | JOSEPH      | DAVIS     |   24 | England     | 2000-07-19 |           29 |         0 |
|       101 | ROGER       | JOHNSON   |   28 | Croatia     | 2000-01-26 |           21 |         0 |
|       102 | KEITH       | TORRES    |   33 | Portugal    | 2008-10-01 |           32 |         0 |
|       103 | SCOTT       | THOMAS    |   32 | France      | 2001-11-09 |           29 |         0 |
|       104 | ARTHUR      | HARRIS    |   25 | Croatia     | 2008-01-05 |           31 |         0 |
|       105 | HENRY       | PHILLIPS  |   29 | Colombia    | 2001-11-16 |           27 |         0 |
|       106 | LAWRENCE    | COOPER    |   22 | Netherlands | 2006-03-19 |           29 |         0 |
|       107 | DAVID       | SCOTT     |   33 | USA         | 2012-10-14 |           26 |         0 |
|       108 | GARY        | SANCHEZ   |   22 | Spain       | 2013-08-15 |           27 |         0 |
|       109 | PETER       | JACKSON   |   29 | Mexico      | 2004-05-11 |           23 |         0 |
|       110 | LARRY       | CARTER    |   29 | USA         | 2011-11-23 |           30 |         0 |
|       111 | RICHARD     | ROGERS    |   25 | CostaRica   | 1999-01-19 |           22 |         0 |
|       112 | DENNIS      | EVANS     |   23 | Brazil      | 2007-02-03 |           23 |         0 |
|       113 | ERIC        | ADAMS     |   30 | CostaRica   | 2000-04-14 |           28 |         0 |
|       114 | SAMUEL      | HALL      |   30 | Greece      | 2002-03-22 |           29 |         0 |
|       115 | JOSHUA      | MORGAN    |   25 | Chile       | 2010-09-07 |           22 |         0 |
|       116 | ANTHONY     | ROBINSON  |   22 | Portugal    | 2004-05-27 |           25 |         0 |
|       117 | JERRY       | HALL      |   22 | Belgium     | 2010-03-13 |           33 |         0 |
|       118 | DOUGLAS     | LOPEZ     |   23 | England     | 2013-06-08 |           29 |         0 |
|       119 | HAROLD      | BROWN     |   32 | Portugal    | 2003-09-18 |           27 |         0 |
|       120 | EDWARD      | PHILLIPS  |   27 | Argnetina   | 2007-01-18 |           21 |         0 |
|       121 | DAVID       | RAMIREZ   |   29 | Greece      | 2010-02-21 |           30 |         0 |
|       122 | KEVIN       | NELSON    |   26 | Portugal    | 2011-05-17 |           31 |         0 |
|       123 | PAUL        | MARTIN    |   26 | Netherlands | 2003-07-13 |           30 |         0 |
|       124 | NICHOLAS    | TURNER    |   24 | Mexico      | 2002-04-04 |           32 |         0 |
|       125 | ROY         | JONES     |   30 | Netherlands | 2007-07-13 |           23 |         0 |
|       126 | EDWARD      | SMITH     |   31 | Italy       | 2006-01-25 |           25 |         0 |
|       127 | ANDREW      | RAMIREZ   |   22 | Italy       | 1999-06-02 |           30 |         0 |
|       128 | BRIAN       | RIVERA    |   31 | Brazil      | 2002-01-03 |           27 |         0 |
|       129 | MATTHEW     | RODRIGUEZ |   31 | Belgium     | 2000-03-21 |           25 |         0 |
|       130 | LARRY       | TAYLOR    |   27 | France      | 2011-06-16 |           25 |         0 |
|       131 | KENNETH     | WRIGHT    |   33 | Mexico      | 2007-01-04 |           23 |         0 |
|       132 | EDWARD      | RAMIREZ   |   33 | Argnetina   | 2006-11-18 |           22 |         0 |
|       133 | WALTER      | SCOTT     |   29 | Croatia     | 2002-07-22 |           23 |         0 |
|       134 | HAROLD      | GARCIA    |   25 | Chile       | 2010-10-03 |           27 |         0 |
|       135 | PAUL        | GONZALEZ  |   21 | Germany     | 2013-08-15 |           21 |         0 |
|       136 | KEITH       | TAYLOR    |   24 | England     | 2005-05-15 |           24 |         0 |
|       137 | MARK        | WHITE     |   24 | Croatia     | 2007-09-25 |           21 |         0 |
|       138 | CHARLES     | RODRIGUEZ |   29 | USA         | 2011-07-21 |           26 |         0 |
|       139 | BRUCE       | GOMEZ     |   23 | CostaRica   | 2005-07-13 |           32 |         0 |
|       140 | JACK        | WILSON    |   30 | Germany     | 2002-11-09 |           24 |         0 |
|       141 | FRANK       | BAILEY    |   22 | Mexico      | 2006-10-04 |           31 |         0 |
|       142 | MARK        | BAKER     |   27 | CostaRica   | 2005-07-17 |           31 |         0 |
|       143 | KENNETH     | WHITE     |   23 | Switzerland | 2010-10-10 |           21 |         0 |
|       144 | MICHAEL     | ANDERSON  |   30 | CostaRica   | 2003-10-14 |           28 |         0 |
|       145 | TERRY       | JOHNSON   |   25 | Portugal    | 2004-01-22 |           24 |         0 |
|       146 | GERALD      | JACKSON   |   31 | Brazil      | 2013-10-04 |           22 |         0 |
|       147 | SAMUEL      | MARTIN    |   30 | Chile       | 2010-03-07 |           24 |         0 |
|       148 | ALBERT      | RAMIREZ   |   23 | USA         | 2012-01-02 |           29 |         0 |
|       149 | CHRISTOPHER | GARCIA    |   21 | Brazil      | 2012-07-18 |           26 |         0 |
|       150 | JOE         | COOK      |   26 | Belgium     | 2004-09-06 |           32 |         0 |
|       151 | GARY        | SANCHEZ   |   29 | England     | 2001-07-20 |           24 |         0 |
|       152 | CHRISTOPHER | LEWIS     |   25 | Switzerland | 2006-04-08 |           30 |         0 |
|       153 | ALBERT      | GARCIA    |   21 | Portugal    | 2012-02-18 |           22 |         0 |
|       154 | ALBERT      | WILSON    |   29 | Portugal    | 2006-09-08 |           32 |         0 |
|       155 | LAWRENCE    | HALL      |   28 | Croatia     | 2001-01-16 |           24 |         0 |
|       156 | JASON       | TORRES    |   25 | Colombia    | 2013-08-17 |           28 |         0 |
|       157 | TERRY       | ROGERS    |   28 | Greece      | 2009-06-14 |           23 |         0 |
|       158 | JOHN        | BAKER     |   33 | Switzerland | 2013-11-05 |           32 |         0 |
|       159 | JOHN        | HALL      |   32 | Italy       | 2003-08-17 |           25 |         0 |
|       160 | JASON       | COOK      |   22 | Brazil      | 2008-05-25 |           30 |         0 |
|       161 | KENNETH     | TURNER    |   30 | Switzerland | 2008-05-07 |           29 |         0 |
|       162 | NICHOLAS    | TAYLOR    |   30 | Greece      | 2010-04-03 |           31 |         0 |
|       163 | BRIAN       | MORGAN    |   26 | France      | 2008-02-11 |           24 |         0 |
|       164 | JOSE        | TORRES    |   32 | Portugal    | 2008-07-05 |           31 |         0 |
|       165 | ANTHONY     | KING      |   29 | Mexico      | 2005-07-27 |           25 |         0 |
|       166 | RICHARD     | HARRIS    |   33 | CostaRica   | 2012-06-13 |           32 |         0 |
|       167 | BRIAN       | TORRES    |   23 | France      | 2011-10-01 |           21 |         0 |
|       168 | MICHAEL     | MARTIN    |   29 | CostaRica   | 2013-11-26 |           22 |         0 |
|       169 | ROBERT      | WILSON    |   25 | Belgium     | 2001-01-24 |           25 |         0 |
|       170 | JUSTIN      | TURNER    |   22 | England     | 2003-07-17 |           23 |         0 |
|       171 | EDWARD      | JACKSON   |   22 | Belgium     | 2004-02-20 |           23 |         0 |
|       172 | DONALD      | MARTIN    |   33 | USA         | 2001-02-25 |           24 |         0 |
|       173 | JUAN        | RIVERA    |   32 | England     | 2011-09-22 |           30 |         0 |
|       174 | DAVID       | SMITH     |   21 | Italy       | 2001-07-02 |           23 |         0 |
|       175 | SAMUEL      | LEE       |   26 | Croatia     | 2005-04-05 |           30 |         0 |
|       176 | DOUGLAS     | JACKSON   |   32 | Switzerland | 2002-04-04 |           24 |         0 |
|       177 | BENJAMIN    | HERNANDEZ |   28 | Croatia     | 2011-04-06 |           21 |         0 |
|       178 | MARK        | WILLIAMS  |   28 | Chile       | 2002-08-12 |           22 |         0 |
|       179 | DANIEL      | LOPEZ     |   30 | Belgium     | 2002-06-15 |           22 |         0 |
|       180 | RAYMOND     | MORRIS    |   27 | Netherlands | 2000-03-05 |           25 |         0 |
|       181 | RYAN        | ANDERSON  |   28 | Chile       | 2002-10-26 |           30 |         0 |
|       182 | KEVIN       | HILL      |   32 | Greece      | 2010-08-21 |           27 |         0 |
|       183 | BENJAMIN    | HILL      |   23 | Croatia     | 2009-01-26 |           29 |         0 |
|       184 | LARRY       | WRIGHT    |   21 | Italy       | 2007-04-14 |           31 |         0 |
|       185 | HAROLD      | ADAMS     |   31 | Chile       | 2013-02-08 |           30 |         0 |
|       186 | THOMAS      | MORGAN    |   27 | France      | 2005-03-08 |           31 |         0 |
|       187 | BRUCE       | SANCHEZ   |   21 | Argnetina   | 2012-05-27 |           24 |         0 |
|       188 | STEVEN      | MURPHY    |   30 | Argnetina   | 2011-11-26 |           32 |         0 |
|       189 | SAMUEL      | ALLEN     |   23 | France      | 2006-07-21 |           33 |         0 |
|       190 | BENJAMIN    | LEWIS     |   25 | Chile       | 2007-04-15 |           21 |         0 |
|       191 | PETER       | SCOTT     |   22 | Switzerland | 2000-09-22 |           27 |         0 |
|       192 | EDWARD      | BELL      |   24 | Netherlands | 2001-05-24 |           25 |         0 |
|       193 | MICHAEL     | CAMPBELL  |   31 | Switzerland | 2009-02-19 |           32 |         0 |
|       194 | GEORGE      | MOORE     |   28 | Spain       | 2009-03-23 |           28 |         0 |
|       195 | JACK        | PHILLIPS  |   32 | Croatia     | 2004-06-15 |           24 |         0 |
|       196 | KEVIN       | MOORE     |   23 | Croatia     | 1999-02-26 |           27 |         0 |
|       197 | KENNETH     | MITCHELL  |   22 | Mexico      | 2009-03-20 |           30 |         0 |
|       198 | GEORGE      | JONES     |   28 | Croatia     | 2011-06-18 |           31 |         0 |
|       199 | JACK        | MARTINEZ  |   27 | Belgium     | 2001-09-04 |           22 |         0 |
|       200 | ANDREW      | WILSON    |   27 | Brazil      | 2010-06-25 |           29 |         0 |
+-----------+-------------+-----------+------+-------------+------------+--------------+-----------+
200 rows in set (0.01 sec)

mysql> select * from Referee;[1P;[1P;[1P;[1P;[1P;[1P;[1P;S;e;a;s;o;n;s;
+----------+------------+------------+------------+--------------+--------------+
| SeasonID | StartDate  | EndDate    | TotalClubs | TotalMatches | WinnerClubID |
+----------+------------+------------+------------+--------------+--------------+
|        1 | 2014-08-06 | 2014-08-06 |          0 |            0 |            0 |
|        2 | 2015-08-20 | 2015-08-20 |          0 |            0 |            0 |
|        3 | 2016-08-02 | 2016-08-02 |          0 |            0 |            0 |
|        4 | 2017-08-16 | 2017-08-16 |          0 |            0 |            0 |
|        5 | 2018-08-01 | 2018-08-01 |          0 |            0 |            0 |
|        6 | 2019-08-08 | 2019-08-08 |          0 |            0 |            0 |
|        7 | 2020-08-26 | 2020-08-26 |          0 |            0 |            0 |
|        8 | 2021-08-25 | 2021-08-25 |          0 |            0 |            0 |
+----------+------------+------------+------------+--------------+--------------+
8 rows in set (0.00 sec)

mysql> select * from Seasons;[1P;[1P;[1P;[1P;[1P;[1P;[1P;S;q;u;a;d;
+---------+----------+--------+
| SquadID | SeasonID | ClubID |
+---------+----------+--------+
|       1 |        1 |      1 |
|       2 |        2 |      1 |
|       3 |        3 |      1 |
|       4 |        4 |      1 |
|       5 |        5 |      1 |
|       6 |        6 |      1 |
|       7 |        7 |      1 |
|       8 |        8 |      1 |
|       9 |        1 |      2 |
|      10 |        2 |      2 |
|      11 |        3 |      2 |
|      12 |        4 |      2 |
|      13 |        5 |      2 |
|      14 |        6 |      2 |
|      15 |        7 |      2 |
|      16 |        8 |      2 |
|      17 |        1 |      3 |
|      18 |        2 |      3 |
|      19 |        3 |      3 |
|      20 |        4 |      3 |
|      21 |        5 |      3 |
|      22 |        6 |      3 |
|      23 |        7 |      3 |
|      24 |        8 |      3 |
|      25 |        1 |      4 |
|      26 |        2 |      4 |
|      27 |        3 |      4 |
|      28 |        4 |      4 |
|      29 |        5 |      4 |
|      30 |        6 |      4 |
|      31 |        7 |      4 |
|      32 |        8 |      4 |
|      33 |        1 |      5 |
|      34 |        2 |      5 |
|      35 |        3 |      5 |
|      36 |        4 |      5 |
|      37 |        5 |      5 |
|      38 |        6 |      5 |
|      39 |        7 |      5 |
|      40 |        8 |      5 |
|      41 |        1 |      6 |
|      42 |        2 |      6 |
|      43 |        3 |      6 |
|      44 |        4 |      6 |
|      45 |        5 |      6 |
|      46 |        6 |      6 |
|      47 |        7 |      6 |
|      48 |        8 |      6 |
|      49 |        1 |      7 |
|      50 |        2 |      7 |
|      51 |        3 |      7 |
|      52 |        4 |      7 |
|      53 |        5 |      7 |
|      54 |        6 |      7 |
|      55 |        7 |      7 |
|      56 |        8 |      7 |
|      57 |        1 |      8 |
|      58 |        2 |      8 |
|      59 |        3 |      8 |
